Date,Building,CropType,GridID,X,Y,GridFert_Flax,NumPlantsInGrid,FieldFert_Flax,FieldSowPerc,FieldGrowthPerc,FieldYieldReady
01Sep0042,SMBuildingMaster,Flax,189028,612,184,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,189030,614,184,0.1748,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,189031,615,184,0.1748,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,189033,617,184,0.1709,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,189035,619,184,0.1709,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,189037,621,184,0.1631,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,190052,612,185,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,190054,614,185,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,190055,615,185,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,190057,617,185,0.1748,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,190059,619,185,0.1709,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,190061,621,185,0.167,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,191076,612,186,0,3,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,191078,614,186,0,3,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,191079,615,186,0,3,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,191081,617,186,0,3,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,191083,619,186,0,3,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,191085,621,186,0,3,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,192100,612,187,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,192102,614,187,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,192103,615,187,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,192105,617,187,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,192107,619,187,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,192109,621,187,0.1709,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,193124,612,188,0.1866,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,193126,614,188,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,193127,615,188,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,193129,617,188,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,193131,619,188,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,193133,621,188,0.1748,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,194148,612,189,0.1866,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,194150,614,189,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,194151,615,189,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,194153,617,189,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,194155,619,189,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,194157,621,189,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,195172,612,190,0.1866,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,195174,614,190,0.1866,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,195175,615,190,0.1866,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,195177,617,190,0.1827,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,195179,619,190,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,195181,621,190,0.1787,1,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,196196,612,191,0,2,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,196198,614,191,0,2,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,196199,615,191,0,2,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,196201,617,191,0,2,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,196203,619,191,0,2,0.0887,1,1,7
01Sep0042,SMBuildingMaster,Flax,196205,621,191,0,2,0.0887,1,1,7
